program_id,program_name,department_code,department_name,section,fund_type,fiscal_year,amount,positions,ceiling,allocation_type,category,subcategory,notes,fund_category,amount_millions,is_capital
Unknown,ECONOMIC PLANNING AND RESEARCH,BED,BED,Operating,A,2026,5744533.0,,,,Government Operations,,,General Fund,5.744533,False
Unknown,LAND SURVEY,AGS,AGS,Operating,A,2026,913342.0,,,,Government Operations,,,General Fund,0.913342,False
Unknown,WOMEN'S COMMUNITY CORRECTIONAL CENTER,PSD,PSD,Operating,A,2026,20991799.0,,,,Public Safety,,,General Fund,20.991799,False
Unknown,HAWAII EMERGENCY MANAGEMENT AGENCY,DEF,DEF,Operating,A,2026,14097375.0,,,,Public Safety,,,General Fund,14.097375,False
Unknown,HAWAII ARMY AND AIR NATIONAL GUARD,DEF,DEF,Operating,A,2026,7081247.0,,,,Public Safety,,,General Fund,7.081247,False
Unknown,INTAKE SERVICE CENTERS,PSD,PSD,Operating,A,2026,5891809.0,,,,Public Safety,,,General Fund,5.891809,False
Unknown,OFFICE LEASING,AGS,AGS,Operating,A,2026,7177674.0,,,,Government Operations,,,General Fund,7.177674,False
Unknown,AMELIORATION OF PHYSICAL DISASTERS,DEF,DEF,Operating,A,2026,10455364.0,,,,Public Safety,,,General Fund,10.455364,False
Unknown,CORRECTIONS PROGRAM SERVICES,PSD,PSD,Operating,A,2026,26143271.0,,,,Public Safety,,,General Fund,26.143271,False
Unknown,LEGACY LAND CONSERVATION PROGRAM,LNR,LNR,Operating,B,2026,9034784.0,,,,Government Operations,,,Special Funds,9.034784,False
Unknown,HEALTH CARE,PSD,PSD,Operating,A,2026,38877361.0,,,,Public Safety,,,General Fund,38.877361,False
Unknown,REGULATED INDUSTRIES COMPLAINTS OFFICE,CCA,CCA,Operating,B,2026,8930940.0,,,,Individual Rights,,,Special Funds,8.93094,False
Unknown,STRATEGIC MARKETING AND SUPPORT,BED,BED,Operating,A,2026,3893040.0,,,,Economic Development,,,General Fund,3.89304,False
Unknown,"UNIVERSITY OF HAWAII, CANCER CENTER",UOH,UOH,Operating,A,2026,3797693.0,,,,Education,,,General Fund,3.797693,False
Unknown,HILO HARBOR,TRN,TRN,Operating,B,2026,4733388.0,,,,Transportation,,,Special Funds,4.733388,False
Unknown,KALAELOA BARBERS POINT HARBOR,TRN,TRN,Operating,B,2026,2258009.0,,,,Transportation,,,Special Funds,2.258009,False
Unknown,HONOLULU HARBOR,TRN,TRN,Operating,B,2026,33294730.0,,,,Transportation,,,Special Funds,33.29473,False
Unknown,AIRPORTS ADMINISTRATION,TRN,TRN,Operating,B,2026,476268398.0,,,,Transportation,,,Special Funds,476.268398,False
Unknown,PORT ALLEN AIRPORT,TRN,TRN,Operating,B,2026,1841.0,,,,Transportation,,,Special Funds,0.001841,False
Unknown,LIHUE AIRPORT,TRN,TRN,Operating,B,2026,32974694.0,,,,Transportation,,,Special Funds,32.974694,False
Unknown,LANAI AIRPORT,TRN,TRN,Operating,B,2026,4575622.0,,,,Transportation,,,Special Funds,4.575622,False
Unknown,KAWAIHAE HARBOR,TRN,TRN,Operating,B,2026,2585678.0,,,,Transportation,,,Special Funds,2.585678,False
Unknown,KALAUPAPA AIRPORT,TRN,TRN,Operating,B,2026,520929.0,,,,Transportation,,,Special Funds,0.520929,False
Unknown,KAPALUA AIRPORT,TRN,TRN,Operating,B,2026,3133189.0,,,,Transportation,,,Special Funds,3.133189,False
Unknown,HANA AIRPORT,TRN,TRN,Operating,B,2026,762108.0,,,,Transportation,,,Special Funds,0.762108,False
Unknown,KAHULUI AIRPORT,TRN,TRN,Operating,B,2026,52283111.0,,,,Transportation,,,Special Funds,52.283111,False
Unknown,UPOLU AIRPORT,TRN,TRN,Operating,B,2026,51100.0,,,,Transportation,,,Special Funds,0.0511,False
Unknown,WAIMEA-KOHALA AIRPORT,TRN,TRN,Operating,B,2026,1338058.0,,,,Transportation,,,Special Funds,1.338058,False
Unknown,ELLISON ONIZUKA KONA INTERNATIONAL AIRPORT AT KEAHOLE,TRN,TRN,Operating,B,2026,34282904.0,,,,Transportation,,,Special Funds,34.282904,False
Unknown,HILO INTERNATIONAL AIRPORT,TRN,TRN,Operating,B,2026,26440201.0,,,,Transportation,,,Special Funds,26.440201,False
Unknown,MOLOKAI AIRPORT,TRN,TRN,Operating,B,2026,3993273.0,,,,Transportation,,,Special Funds,3.993273,False
Unknown,GENERAL AVIATION,TRN,TRN,Operating,B,2026,19811421.0,,,,Transportation,,,Special Funds,19.811421,False
Unknown,KAHULUI HARBOR,TRN,TRN,Operating,B,2026,6732925.0,,,,Transportation,,,Special Funds,6.732925,False
Unknown,NAWILIWILI HARBOR,TRN,TRN,Operating,B,2026,4579638.0,,,,Transportation,,,Special Funds,4.579638,False
Unknown,WATER RESOURCES,LNR,LNR,Operating,A,2026,4584758.0,,,,Environment,,,General Fund,4.584758,False
Unknown,NATIVE RESOURCES AND FIRE PROTECTION PROGRAM,LNR,LNR,Operating,A,2026,26434031.0,,,,Environment,,,General Fund,26.434031,False
Unknown,ECOSYSTEM PROTECTION AND RESTORATION,LNR,LNR,Operating,A,2026,5526913.0,,,,Environment,,,General Fund,5.526913,False
Unknown,AQUARIA,UOH,UOH,Operating,A,2026,919917.0,,,,Culture and Recreation,,,General Fund,0.919917,False
Unknown,ENVIRONMENTAL MANAGEMENT,HTH,HTH,Operating,A,2026,7063978.0,,,,Environment,,,General Fund,7.063978,False
Unknown,ALOHA TOWER DEVELOPMENT CORPORATION,TRN,TRN,Operating,B,2026,1842580.0,,,,Transportation,,,Special Funds,1.84258,False
Unknown,HIGHWAYS SAFETY,TRN,TRN,Operating,B,2026,12319296.0,,,,Transportation,,,Special Funds,12.319296,False
Unknown,KAUNAKAKAI HARBOR,TRN,TRN,Operating,B,2026,834558.0,,,,Transportation,,,Special Funds,0.834558,False
Unknown,KAUAI HIGHWAYS,TRN,TRN,Operating,B,2026,15191701.0,,,,Transportation,,,Special Funds,15.191701,False
Unknown,HAWAII HIGHWAYS,N,N,Operating,A,2026,19200000.0,,,,Transportation,,,General Fund,19.2,False
Unknown,HAWAII HIGHWAYS,TRN,TRN,Operating,B,2026,25508570.0,,,,Transportation,,,Special Funds,25.50857,False
Unknown,OAHU HIGHWAYS,TRN,TRN,Operating,B,2026,97979039.0,,,,Transportation,,,Special Funds,97.979039,False
Unknown,HANA HARBOR,TRN,TRN,Operating,B,2026,13519.0,,,,Transportation,,,Special Funds,0.013519,False
Unknown,HARBORS ADMINISTRATION,TRN,TRN,Operating,B,2026,122924440.0,,,,Transportation,,,Special Funds,122.92444,False
Unknown,KAUMALAPAU HARBOR,TRN,TRN,Operating,B,2026,514295.0,,,,Transportation,,,Special Funds,0.514295,False
Unknown,PORT ALLEN HARBOR,TRN,TRN,Operating,B,2026,255870.0,,,,Transportation,,,Special Funds,0.25587,False
Unknown,MAUI HIGHWAYS,TRN,TRN,Operating,B,2026,28978093.0,,,,Transportation,,,Special Funds,28.978093,False
Unknown,CONSERVATION AND RESOURCES ENFORCEMENT,LNR,LNR,Operating,A,2026,20509745.0,,,,Environment,,,General Fund,20.509745,False
Unknown,DANIEL K. INOUYE INTERNATIONAL AIRPORT,TRN,TRN,Operating,B,2026,283790642.0,,,,Transportation,,,Special Funds,283.790642,False
Unknown,RESEARCH AND STATISTICS,LBR,LBR,Operating,A,2026,178081.0,,,,Employment,,,General Fund,0.178081,False
Unknown,GENERAL ADMINISTRATION FOR AGRICULTURE,P,P,Operating,B,2026,164450.0,,,,Economic Development,,,Special Funds,0.16445,False
Unknown,GENERAL ADMINISTRATION FOR AGRICULTURE,AGR,AGR,Operating,A,2026,5580886.0,,,,Economic Development,,,General Fund,5.580886,False
Unknown,AGRICULTURAL RESOURCE MANAGEMENT,AGR,AGR,Operating,A,2026,4221136.0,,,,Economic Development,,,General Fund,4.221136,False
Unknown,AGRICULTURAL DEVELOPMENT AND MARKETING,AGR,AGR,Operating,A,2026,1109694.0,,,,Economic Development,,,General Fund,1.109694,False
Unknown,QUALITY AND PRICE ASSURANCE,AGR,AGR,Operating,A,2026,1826443.0,,,,Economic Development,,,General Fund,1.826443,False
Unknown,ANIMAL DISEASE CONTROL,AGR,AGR,Operating,A,2026,3421755.0,,,,Economic Development,,,General Fund,3.421755,False
Unknown,RABIES QUARANTINE,AGR,AGR,Operating,B,2026,4781110.0,,,,Economic Development,,,Special Funds,4.78111,False
Unknown,AGRIBUSINESS DEVELOPMENT AND RESEARCH,BED,BED,Operating,A,2026,4825616.0,,,,Economic Development,,,General Fund,4.825616,False
Unknown,PLANT PEST AND DISEASE CONTROL,AGR,AGR,Operating,A,2026,21335989.0,,,,Economic Development,,,General Fund,21.335989,False
Unknown,HAWAII TOURISM AUTHORITY – WORKFORCE DEVELOPMENT,BED,BED,Operating,A,2026,1050000.0,,,,Economic Development,,,General Fund,1.05,False
Unknown,HAWAII TOURISM AUTHORITY – REGENERATIVE TOURISM DEVELOPMENT,BED,BED,Operating,A,2026,3762181.0,,,,Economic Development,,,General Fund,3.762181,False
Unknown,HAWAII TOURISM AUTHORITY – DESTINATION STEWARDSHIP AND COMMUNITY,BED,BED,Operating,A,2026,7923883.0,,,,Economic Development,,,General Fund,7.923883,False
Unknown,HAWAII TOURISM AUTHORITY – SPORTS AND SIGNATURE EVENTS,BED,BED,Operating,A,2026,7318075.0,,,,Economic Development,,,General Fund,7.318075,False
Unknown,GENERAL SUPPORT FOR ECONOMIC DEVELOPMENT,BED,BED,Operating,A,2026,3802604.0,,,,Economic Development,,,General Fund,3.802604,False
Unknown,FOREIGN TRADE ZONE,BED,BED,Operating,B,2026,2796043.0,,,,Economic Development,,,Special Funds,2.796043,False
Unknown,CREATIVE INDUSTRIES DIVISION,BED,BED,Operating,A,2026,1885986.0,,,,Economic Development,,,General Fund,1.885986,False
Unknown,FINANCIAL ASSISTANCE FOR AGRICULTURE,AGR,AGR,Operating,A,2026,874338.0,,,,Economic Development,,,General Fund,0.874338,False
Unknown,GENERAL ADMINISTRATION,LBR,LBR,Operating,A,2026,3937790.0,,,,Employment,,,General Fund,3.93779,False
Unknown,AQUACULTURE DEVELOPMENT,AGR,AGR,Operating,A,2026,978519.0,,,,Economic Development,,,General Fund,0.978519,False
Unknown,HAWAII TECHNOLOGY DEVELOPMENT CORPORATION,BED,BED,Operating,A,2026,4701795.0,,,,Economic Development,,,General Fund,4.701795,False
Unknown,LABOR AND INDUSTRIAL RELATIONS APPEALS BOARD,LBR,LBR,Operating,A,2026,1209410.0,,,,Employment,,,General Fund,1.20941,False
Unknown,HAWAII LABOR RELATIONS BOARD,LBR,LBR,Operating,A,2026,1138087.0,,,,Employment,,,General Fund,1.138087,False
Unknown,DISABILITY COMPENSATION PROGRAM,LBR,LBR,Operating,A,2026,8679642.0,,,,Employment,,,General Fund,8.679642,False
Unknown,HAWAII CIVIL RIGHTS COMMISSION,LBR,LBR,Operating,A,2026,1843633.0,,,,Employment,,,General Fund,1.843633,False
Unknown,WAGE STANDARDS PROGRAM,LBR,LBR,Operating,A,2026,1383835.0,,,,Employment,,,General Fund,1.383835,False
Unknown,HAWAII OCCUPATIONAL SAFETY AND HEALTH PROGRAM,LBR,LBR,Operating,A,2026,1393204.0,,,,Employment,,,General Fund,1.393204,False
Unknown,VOCATIONAL REHABILITATION,HMS,HMS,Operating,A,2026,5056561.0,,,,Employment,,,General Fund,5.056561,False
Unknown,HAWAII STATE ENERGY OFFICE,BED,BED,Operating,A,2026,2571816.0,,,,Economic Development,,,General Fund,2.571816,False
Unknown,OFFICE OF COMMUNITY SERVICES,LBR,LBR,Operating,A,2026,4971563.0,,,,Employment,,,General Fund,4.971563,False
Unknown,WORKFORCE DEVELOPMENT COUNCIL,LBR,LBR,Operating,A,2026,455026.0,,,,Employment,,,General Fund,0.455026,False
Unknown,WORKFORCE DEVELOPMENT,LBR,LBR,Operating,A,2026,6822007.0,,,,Employment,,,General Fund,6.822007,False
Unknown,HAWAII HOUSING FINANCE AND DEVELOPMENT CORPORATION,BED,BED,Operating,A,2026,3100000.0,,,,Economic Development,,,General Fund,3.1,False
Unknown,HAWAII COMMUNITY DEVELOPMENT AUTHORITY,BED,BED,Operating,A,2026,1526750.0,,,,Economic Development,,,General Fund,1.52675,False
Unknown,WATER AND LAND DEVELOPMENT,LNR,LNR,Operating,A,2026,3403862.0,,,,Economic Development,,,General Fund,3.403862,False
Unknown,HAWAII GREEN INFRASTRUCTURE AUTHORITY,BED,BED,Operating,B,2026,86633318.0,,,,Economic Development,,,Special Funds,86.633318,False
Unknown,NATURAL ENERGY LABORATORY OF HAWAII AUTHORITY,BED,BED,Operating,B,2026,7929310.0,,,,Economic Development,,,Special Funds,7.92931,False
Unknown,UNEMPLOYMENT INSURANCE PROGRAM,LBR,LBR,Operating,A,2026,1098246.0,,,,Employment,,,General Fund,1.098246,False
Unknown,NATURAL AREA RESERVES AND WATERSHED MANAGEMENT,LNR,LNR,Operating,A,2026,11709704.0,,,,Environment,,,General Fund,11.709704,False
Unknown,PESTICIDES,AGR,AGR,Operating,A,2026,2729255.0,,,,Environment,,,General Fund,2.729255,False
Unknown,AHA MOKU ADVISORY COMMITTEE,LNR,LNR,Operating,A,2026,286300.0,,,,Environment,,,General Fund,0.2863,False
Unknown,OFFICE OF WELLNESS AND RESILIENCE,HMS,HMS,Operating,A,2026,1346000.0,,,,Human Services,,,General Fund,1.346,False
Unknown,OFFICE ON HOMELESSNESS AND HOUSING SOLUTIONS,HMS,HMS,Operating,A,2026,611040.0,,,,Human Services,,,General Fund,0.61104,False
Unknown,GENERAL SUPPORT FOR SOCIAL SERVICES,HMS,HMS,Operating,A,2026,4287230.0,,,,Human Services,,,General Fund,4.28723,False
Unknown,GENERAL SUPPORT FOR SELF-SUFFICIENCY SERVICES,HMS,HMS,Operating,A,2026,48609196.0,,,,Human Services,,,General Fund,48.609196,False
Unknown,GENERAL SUPPORT FOR HEALTH CARE PAYMENTS,HMS,HMS,Operating,A,2026,16133771.0,,,,Human Services,,,General Fund,16.133771,False
Unknown,DISABILITY AND COMMUNICATIONS ACCESS BOARD,HTH,HTH,Operating,A,2026,724846.0,,,,Human Services,,,General Fund,0.724846,False
Unknown,EXECUTIVE OFFICE ON AGING,HTH,HTH,Operating,A,2026,12988560.0,,,,Human Services,,,General Fund,12.98856,False
Unknown,ADMINISTRATION AND OPERATING SUPPORT,HHL,HHL,Operating,A,2026,18032234.0,,,,Human Services,,,General Fund,18.032234,False
Unknown,PLANNING AND DEVELOPMENT FOR HAWAIIAN HOMESTEADS,HHL,HHL,Operating,A,2026,10000000.0,,,,Human Services,,,General Fund,10.0,False
Unknown,EMPLOYMENT AND TRAINING,HMS,HMS,Operating,A,2026,469505.0,,,,Human Services,,,General Fund,0.469505,False
Unknown,CHILD SUPPORT ENFORCEMENT SERVICES,ATG,ATG,Operating,A,2026,5448469.0,,,,Human Services,,,General Fund,5.448469,False
Unknown,DISABILITY DETERMINATION,HMS,HMS,Operating,A,2026,8859927.0,,,,Human Services,,,General Fund,8.859927,False
Unknown,ENVIRONMENTAL HEALTH ADMINISTRATION,HTH,HTH,Operating,A,2026,3878888.0,,,,Environment,,,General Fund,3.878888,False
Unknown,HEALTH CARE PAYMENTS,HMS,HMS,Operating,A,2026,1031466906.0,,,,Human Services,,,General Fund,1031.466906,False
Unknown,COMMUNITY-BASED RESIDENTIAL & MEDICAID FACILITY SUPPORT,HMS,HMS,Operating,A,2026,17810955.0,,,,Human Services,,,General Fund,17.810955,False
Unknown,HOMELESS SERVICES,HMS,HMS,Operating,A,2026,27931773.0,,,,Human Services,,,General Fund,27.931773,False
Unknown,RENTAL ASSISTANCE SERVICES,HMS,HMS,Operating,A,2026,1557121.0,,,,Human Services,,,General Fund,1.557121,False
Unknown,SCHOOL-BASED BUDGETING,EDN,EDN,Operating,A,2026,1301966939.0,,,,Education,,,General Fund,1301.966939,False
Unknown,HAWAII PUBLIC HOUSING AUTHORITY ADMINISTRATION,HMS,HMS,Operating,A,2026,502838.0,,,,Human Services,,,General Fund,0.502838,False
Unknown,SCHOOL-BASED BUDGETING,P,P,Operating,B,2026,120000000.0,,,,Education,,,Special Funds,120.0,False
Unknown,INSTRUCTIONAL SUPPORT,EDN,EDN,Operating,A,2026,92999004.0,,,,Education,,,General Fund,92.999004,False
Unknown,"UNIVERSITY OF HAWAII, SYSTEMWIDE SUPPORT",UOH,UOH,Operating,A,2026,65093776.0,,,,Education,,,General Fund,65.093776,False
Unknown,"UNIVERSITY OF HAWAII, COMMUNITY COLLEGES",UOH,UOH,Operating,A,2026,192200937.0,,,,Education,,,General Fund,192.200937,False
Unknown,"UNIVERSITY OF HAWAII, WEST OAHU",UOH,UOH,Operating,A,2026,23838504.0,,,,Education,,,General Fund,23.838504,False
Unknown,SMALL BUSINESS DEVELOPMENT,UOH,UOH,Operating,A,2026,978941.0,,,,Education,,,General Fund,0.978941,False
Unknown,"UNIVERSITY OF HAWAII, HILO",UOH,UOH,Operating,A,2026,50610150.0,,,,Education,,,General Fund,50.61015,False
Unknown,"UNIVERSITY OF HAWAII, JOHN A. BURNS SCHOOL OF MEDICINE",UOH,UOH,Operating,A,2026,27613321.0,,,,Education,,,General Fund,27.613321,False
Unknown,"UNIVERSITY OF HAWAII, MANOA",UOH,UOH,Operating,A,2026,290419091.0,,,,Education,,,General Fund,290.419091,False
Unknown,HAWAII NATIONAL GUARD YOUTH CHALLENGE ACADEMY,DEF,DEF,Operating,A,2026,3885050.0,,,,Education,,,General Fund,3.88505,False
Unknown,PUBLIC LIBRARIES,EDN,EDN,Operating,A,2026,47850582.0,,,,Education,,,General Fund,47.850582,False
Unknown,"SCHOOL R&M, NEIGHBOR ISLAND DISTRICTS",AGS,AGS,Operating,A,2026,6973068.0,,,,Education,,,General Fund,6.973068,False
Unknown,EARLY LEARNING,EDN,EDN,Operating,A,2026,21305769.0,,,,Education,,,General Fund,21.305769,False
Unknown,CHARTER SCHOOLS COMMISSION AND ADMINISTRATION,EDN,EDN,Operating,A,2026,12554269.0,,,,Education,,,General Fund,12.554269,False
Unknown,CHARTER SCHOOLS,EDN,EDN,Operating,A,2026,159798565.0,,,,Education,,,General Fund,159.798565,False
Unknown,SCHOOL COMMUNITY SERVICES,EDN,EDN,Operating,A,2026,6296201.0,,,,Education,,,General Fund,6.296201,False
Unknown,SCHOOL FACILITIES AUTHORITY,EDN,EDN,Operating,A,2026,1731283.0,,,,Education,,,General Fund,1.731283,False
Unknown,SCHOOL SUPPORT,EDN,EDN,Operating,A,2026,425299069.0,,,,Education,,,General Fund,425.299069,False
Unknown,STATE ADMINISTRATION,EDN,EDN,Operating,A,2026,48692750.0,,,,Education,,,General Fund,48.69275,False
Unknown,SPECIAL EDUCATION AND STUDENT SUPPORT SERVICES,EDN,EDN,Operating,A,2026,520838678.0,,,,Education,,,General Fund,520.838678,False
Unknown,RENTAL HOUSING SERVICES,HMS,HMS,Operating,A,2026,4694409.0,,,,Human Services,,,General Fund,4.694409,False
Unknown,CASE MANAGEMENT FOR SELF-SUFFICIENCY,HMS,HMS,Operating,A,2026,19875373.0,,,,Human Services,,,General Fund,19.875373,False
Unknown,GENERAL ASSISTANCE PAYMENTS,HMS,HMS,Operating,A,2026,23889056.0,,,,Human Services,,,General Fund,23.889056,False
Unknown,STATE LABORATORY SERVICES,HTH,HTH,Operating,A,2026,9189196.0,,,,Health,,,General Fund,9.189196,False
Unknown,ENVIRONMENTAL HEALTH SERVICES,HTH,HTH,Operating,A,2026,9207720.0,,,,Health,,,General Fund,9.20772,False
Unknown,BEHAVIORAL HEALTH ADMINISTRATION,HTH,HTH,Operating,A,2026,210907.0,,,,Health,,,General Fund,0.210907,False
Unknown,DEVELOPMENTAL DISABILITIES,HTH,HTH,Operating,A,2026,121506572.0,,,,Health,,,General Fund,121.506572,False
Unknown,CHILD AND ADOLESCENT MENTAL HEALTH,HTH,HTH,Operating,A,2026,63631355.0,,,,Health,,,General Fund,63.631355,False
Unknown,ALCOHOL AND DRUG ABUSE DIVISION,HTH,HTH,Operating,A,2026,20395713.0,,,,Health,,,General Fund,20.395713,False
Unknown,"MAUI HEALTH SYSTEM, A KFH LLC",HTH,HTH,Operating,A,2026,12000000.0,,,,Health,,,General Fund,12.0,False
Unknown,ALII COMMUNITY CARE,HTH,HTH,Operating,B,2026,3500000.0,,,,Health,,,Special Funds,3.5,False
Unknown,HAWAII HEALTH SYSTEMS CORPORATION –  REGIONS,R,R,Operating,R,2026,25000000.0,,,,Health,,,Other Funds,25.0,False
Unknown,HAWAII HEALTH SYSTEMS CORPORATION –  REGIONS,HTH,HTH,Operating,A,2026,216537303.0,,,,Health,,,General Fund,216.537303,False
Unknown,KAHUKU HOSPITAL,HTH,HTH,Operating,A,2026,2157500.0,,,,Health,,,General Fund,2.1575,False
Unknown,HAWAII HEALTH SYSTEMS CORPORATION – CORPORATE OFFICE,HTH,HTH,Operating,B,2026,17509280.0,,,,Health,,,Special Funds,17.50928,False
Unknown,OFFICE OF MEDICAL CANNABIS CONTROL & REGULATION,HTH,HTH,Operating,A,2026,3109260.0,,,,Health,,,General Fund,3.10926,False
Unknown,HEALTH RESOURCES ADMINISTRATION,HTH,HTH,Operating,A,2026,244093.0,,,,Health,,,General Fund,0.244093,False
Unknown,CHRONIC DISEASE PREVENTION AND HEALTH PROMOTION,HTH,HTH,Operating,A,2026,7041748.0,,,,Health,,,General Fund,7.041748,False
Unknown,FAMILY HEALTH SERVICES,HTH,HTH,Operating,A,2026,45499911.0,,,,Health,,,General Fund,45.499911,False
Unknown,EMERGENCY MEDICAL SERVICES AND INJURY PREVENTION SYSTEM,HTH,HTH,Operating,A,2026,59091232.0,,,,Health,,,General Fund,59.091232,False
Unknown,DISEASE OUTBREAK CONTROL,HTH,HTH,Operating,A,2026,2333942.0,,,,Health,,,General Fund,2.333942,False
Unknown,COMMUNICABLE DISEASE AND PUBLIC HEALTH NURSING,HTH,HTH,Operating,A,2026,33001090.0,,,,Health,,,General Fund,33.00109,False
Unknown,MAUNA KEA STEWARDSHIP & OVERSIGHT AUTHORITY,LNR,LNR,Operating,A,2026,14000800.0,,,,Environment,,,General Fund,14.0008,False
Unknown,KAHOOLAWE ISLAND RESERVE COMMISSION,LNR,LNR,Operating,A,2026,1845510.0,,,,Environment,,,General Fund,1.84551,False
Unknown,FEDERAL ASSISTANCE PAYMENTS,HMS,HMS,Operating,A,2026,8345024.0,,,,Human Services,,,General Fund,8.345024,False
Unknown,HEALTH CARE ASSURANCE,HTH,HTH,Operating,A,2026,4030204.0,,,,Health,,,General Fund,4.030204,False
Unknown,HAWAII YOUTH CORRECTIONAL FACILITY (HYCF),HMS,HMS,Operating,A,2026,9992933.0,,,,Human Services,,,General Fund,9.992933,False
Unknown,HEALTH STATUS MONITORING,HTH,HTH,Operating,A,2026,3079488.0,,,,Health,,,General Fund,3.079488,False
Unknown,"AGED, BLIND AND DISABLED PAYMENTS",HMS,HMS,Operating,A,2026,4029480.0,,,,Human Services,,,General Fund,4.02948,False
Unknown,ADULT PROTECTIVE AND COMMUNITY SERVICES,HMS,HMS,Operating,A,2026,6875326.0,,,,Human Services,,,General Fund,6.875326,False
Unknown,SERVICES TO VETERANS,DEF,DEF,Operating,A,2026,2066978.0,,,,Human Services,,,General Fund,2.066978,False
Unknown,IN-COMMUNITY YOUTH PROGRAMS,HMS,HMS,Operating,A,2026,10764943.0,,,,Human Services,,,General Fund,10.764943,False
Unknown,CASH SUPPORT FOR CHILD CARE,HMS,HMS,Operating,A,2026,57811811.0,,,,Human Services,,,General Fund,57.811811,False
Unknown,CHILD PROTECTIVE SERVICES PAYMENTS,HMS,HMS,Operating,A,2026,48265586.0,,,,Human Services,,,General Fund,48.265586,False
Unknown,GENERAL SUPPORT FOR CHILD CARE,HMS,HMS,Operating,A,2026,2840528.0,,,,Human Services,,,General Fund,2.840528,False
Unknown,CHILD PROTECTIVE SERVICES,HMS,HMS,Operating,A,2026,50570717.0,,,,Human Services,,,General Fund,50.570717,False
Unknown,DEVELOPMENTAL DISABILITIES COUNCIL,HTH,HTH,Operating,A,2026,262940.0,,,,Health,,,General Fund,0.26294,False
Unknown,GENERAL ADMINISTRATION,HTH,HTH,Operating,A,2026,36764229.0,,,,Health,,,General Fund,36.764229,False
Unknown,OFFICE OF LANGUAGE ACCESS,HTH,HTH,Operating,A,2026,714494.0,,,,Health,,,General Fund,0.714494,False
Unknown,STATE HEALTH PLANNING AND DEVELOPMENT AGENCY,HTH,HTH,Operating,A,2026,941225.0,,,,Health,,,General Fund,0.941225,False
VACATION PAYOUT,STATEWIDE,BUF,BUF,Operating,A,2026,9700000.0,,,,Government Operations,,,General Fund,9.7,False
VOCATIONAL REHABILITATION,VOCATIONAL REHABILITATION,HMS,HMS,Operating,W,2026,2000000.0,,,,Employment,,,Special Funds,2.0,False
VOCATIONAL REHABILITATION,VOCATIONAL REHABILITATION,HMS,HMS,Operating,A,2026,19176876.0,,,,Employment,,,General Fund,19.176876,False
WAGE STANDARDS PROGRAM,WAGE STANDARDS PROGRAM,LBR,LBR,Operating,B,2026,500000.0,,,,Employment,,,Special Funds,0.5,False
WATER AND LAND DEVELOPMENT,WATER AND LAND DEVELOPMENT,LNR,LNR,Operating,B,2026,907330.0,,,,Economic Development,,,Special Funds,0.90733,False
WATER AND LAND DEVELOPMENT,WATER AND LAND DEVELOPMENT,LNR,LNR,Operating,T,2026,199479.0,,,,Economic Development,,,Special Funds,0.199479,False
WATER AND LAND DEVELOPMENT,WATER AND LAND DEVELOPMENT,LNR,LNR,Capital Improvement,B,2026,2000000.0,,,,Economic Development,,,Special Funds,2.0,True
WATER RESOURCES,WATER RESOURCES,LNR,LNR,Operating,B,2026,1283123.0,,,,Environment,,,Special Funds,1.283123,False
WATER RESOURCES,WATER RESOURCES,LNR,LNR,Capital Improvement,B,2026,6000000.0,,,,Environment,,,Special Funds,6.0,True
"WORKFORCE ATTRACTION, SELECTION, CLASSIFICATION, AND EFFECTIVENESS","WORKFORCE ATTRACTION, SELECTION, CLASSIFICATION, AND EFFECTIVENESS",HRD,HRD,Operating,B,2026,700000.0,,,,Government Operations,,,Special Funds,0.7,False
"WORKFORCE ATTRACTION, SELECTION, CLASSIFICATION, AND EFFECTIVENESS","WORKFORCE ATTRACTION, SELECTION, CLASSIFICATION, AND EFFECTIVENESS",HRD,HRD,Operating,U,2026,5178161.0,,,,Government Operations,,,Other Funds,5.178161,False
WORKFORCE DEVELOPMENT,WORKFORCE DEVELOPMENT,LBR,LBR,Operating,B,2026,300000.0,,,,Employment,,,Special Funds,0.3,False
WORKFORCE DEVELOPMENT,WORKFORCE DEVELOPMENT,LBR,LBR,Operating,U,2026,2891173.0,,,,Employment,,,Other Funds,2.891173,False
WORKFORCE DEVELOPMENT,WORKFORCE DEVELOPMENT,LBR,LBR,Operating,A,2026,6550000.0,,,,Employment,,,General Fund,6.55,False
WORKFORCE DEVELOPMENT,WORKFORCE DEVELOPMENT,LBR,LBR,Operating,B,2026,5364646.0,,,,Employment,,,Special Funds,5.364646,False
WORKFORCE DEVELOPMENT COUNCIL,WORKFORCE DEVELOPMENT COUNCIL,LBR,LBR,Operating,A,2026,10700000.0,,,,Employment,,,General Fund,10.7,False
